State,Constituency,Party,Candidate,Votes,Votes Percentage
NCT OF Delhi,North-East Delhi,Bharatiya Janata Party,MANOJ TIWARI,824451,0.001277499
NCT OF Delhi,North-East Delhi,Indian National Congress,KANHAIYA KUMAR,685673,0.00106246
NCT OF Delhi,North-East Delhi,Bahujan Samaj Party,ASHOK KUMAR,12138,1.88E-05
NCT OF Delhi,North-East Delhi,Navarang Congress Party,SUNITA,3518,5.45E-06
NCT OF Delhi,North-East Delhi,Independent,AKESHAN DUT,3325,5.15E-06
NCT OF Delhi,North-East Delhi,Aapki Apni Party (Peoples),SUSHIL CHOUDHARY,2070,3.21E-06
NCT OF Delhi,North-East Delhi,Right to Recall Party,AJAY TIWARI,2042,3.16E-06
NCT OF Delhi,North-East Delhi,Rashtriya Janmorcha,SUBHASH,1639,2.54E-06
NCT OF Delhi,North-East Delhi,Jai Hind National Party,AKASH SRIVASTAV,1317,2.04E-06
NCT OF Delhi,North-East Delhi,Bharatiya Liberal Party,SANJEEV KUMAR PANDEY,1163,1.80E-06
NCT OF Delhi,North-East Delhi,Independent,SAROJ KUMAR RAY,997,1.54E-06
NCT OF Delhi,North-East Delhi,Peoples Party of India (Democratic),ADV. BHIM KISHOR,827,1.28E-06
NCT OF Delhi,North-East Delhi,Public Political Party,SANJEEV KUMAR,799,1.24E-06
NCT OF Delhi,North-East Delhi,Socialist Unity Centre Of India (COMMUNIST),PRAKASH DEVI,676,1.05E-06
NCT OF Delhi,North-East Delhi,Jindabad Kranti Party,LAKSHYA VASHIST (SHYAM),653,1.01E-06
NCT OF Delhi,North-East Delhi,Aazad Samaj Party (Kanshi Ram),BABITA YADAV,646,1.00E-06
NCT OF Delhi,North-East Delhi,Independent,MANOJ KUMAR,561,8.69E-07
NCT OF Delhi,North-East Delhi,Rashtrawadi Janlok Party (Satya),NIVEDITA SHARMA “PREM”,543,8.41E-07
NCT OF Delhi,North-East Delhi,Independent,DR. RAJESH KUMAR SINGH,540,8.37E-07
NCT OF Delhi,North-East Delhi,Swatantra Jantaraj Party,KANHI LAL,498,7.72E-07
NCT OF Delhi,North-East Delhi,Independent,VIJAY KUMAR JHA,491,7.61E-07
NCT OF Delhi,North-East Delhi,Independent,YOGESH SWAMY,410,6.35E-07
NCT OF Delhi,North-East Delhi,Independent,ASHOK MISHRA,352,5.45E-07
NCT OF Delhi,North-East Delhi,Prabuddha Republican Party,ADV. K.T. PALUSKAR,349,5.41E-07
NCT OF Delhi,North-East Delhi,Independent,RAVI KIRAN THILAK THATIKONDA,324,5.02E-07
NCT OF Delhi,North-East Delhi,Bharatrashtra Democratic Party,ISHWAR CHAND,310,4.80E-07
NCT OF Delhi,North-East Delhi,Rashtriya Samaj Paksha,JAGDISH,276,4.28E-07
NCT OF Delhi,North-East Delhi,Independent,BIRPAL SINGH KOLI,270,4.18E-07
NCT OF Delhi,North-East Delhi,None of the Above,NOTA,5873,9.10E-06
NCT OF Delhi,East Delhi,Bharatiya Janata Party,HARSH MALHOTRA,664819,0.001030147
NCT OF Delhi,East Delhi,Aam Aadmi Party,KULDEEP KUMAR (MONU),571156,0.000885014
NCT OF Delhi,East Delhi,Bahujan Samaj Party,MOHD. WAQAR CHOUDHARY,9197,1.43E-05
NCT OF Delhi,East Delhi,Navarang Congress Party,A. GOPALA KRISHNA,2817,4.36E-06
NCT OF Delhi,East Delhi,Independent,KULDEEP KUMAR,1582,2.45E-06
NCT OF Delhi,East Delhi,Independent,MANOJ KUMAR GUPTA (SWARAJI),1192,1.85E-06
NCT OF Delhi,East Delhi,Independent,RODASH GUPTA,1099,1.70E-06
NCT OF Delhi,East Delhi,Ekam Sanatan Bharat Dal,JYOTI PRAKASH (MONU),824,1.28E-06
NCT OF Delhi,East Delhi,Independent,ARUNIMA GAUTAM,751,1.16E-06
NCT OF Delhi,East Delhi,Rashtriya Republican Party,JAI RAM LAL,657,1.02E-06
NCT OF Delhi,East Delhi,Rashtra Nirman Party,ADVOCATE MANJEET SINGH,614,9.51E-07
NCT OF Delhi,East Delhi,Independent,MOHAMMAD IRFAN,583,9.03E-07
NCT OF Delhi,East Delhi,Independent,OM SHANKAR,556,8.62E-07
NCT OF Delhi,East Delhi,Bahujan Dravida Party,LAL SINGH,477,7.39E-07
NCT OF Delhi,East Delhi,Bhartiya Veer Dal,YOGESH CHAUDHARY,470,7.28E-07
NCT OF Delhi,East Delhi,Independent,VIMAL KUMAR SAXENA,433,6.71E-07
NCT OF Delhi,East Delhi,Peoples Party of India (Democratic),SURENDRA SINGH BASOYA,399,6.18E-07
NCT OF Delhi,East Delhi,Public Political Party,SANJAY,379,5.87E-07
NCT OF Delhi,East Delhi,Independent,AMIT GUPTA,360,5.58E-07
NCT OF Delhi,East Delhi,Right to Recall Party,SANJAYA KUMAR YADAV,290,4.49E-07
NCT OF Delhi,East Delhi,None of the Above,NOTA,5394,8.36E-06
NCT OF Delhi,New Delhi,Bharatiya Janata Party,BANSURI SWARAJ,453185,0.000702217
NCT OF Delhi,New Delhi,Aam Aadmi Party,SOMNATH BHARTI,374815,0.000580781
NCT OF Delhi,New Delhi,Bahujan Samaj Party,RAAJ KUMAR ANAND,5629,8.72E-06
NCT OF Delhi,New Delhi,Independent,SANJAY RAWAT,1276,1.98E-06
NCT OF Delhi,New Delhi,Jindabad Kranti Party,ACHLA JETHMALANI,1037,1.61E-06
NCT OF Delhi,New Delhi,Independent,HIRA LAL,1005,1.56E-06
NCT OF Delhi,New Delhi,Navarang Congress Party,PREM SINGH,806,1.25E-06
NCT OF Delhi,New Delhi,Anjaan Aadmi Party,UPEN‍DRA,781,1.21E-06
NCT OF Delhi,New Delhi,Independent,DILIP SINGH,726,1.12E-06
NCT OF Delhi,New Delhi,Log Party,LUKMAN KHAN,656,1.02E-06
NCT OF Delhi,New Delhi,Rashtravadi Loktantrik Party (India),PUNAM PANDEY,641,9.93E-07
NCT OF Delhi,New Delhi,Rashtriya Republican Party,SANDHYA THAKKAR,486,7.53E-07
NCT OF Delhi,New Delhi,Independent,RAVINDER SINGH,416,6.45E-07
NCT OF Delhi,New Delhi,Peoples Party of India (Democratic),DINESH KUMAR,361,5.59E-07
NCT OF Delhi,New Delhi,Bharatiya Sampuran Krantikari Party,PRITHVI NATH SINGH,335,5.19E-07
NCT OF Delhi,New Delhi,Ambedkarite Party of India,MAHESH KUMAR DENWAL,288,4.46E-07
NCT OF Delhi,New Delhi,Loktantrik Janshakti Party,MANOJ KUMAR SHARMA,212,3.28E-07
NCT OF Delhi,New Delhi,None of the Above,NOTA,4813,7.46E-06
NCT OF Delhi,North-West Delhi,Bharatiya Janata Party,YOGENDER CHANDOLIYA,866483,0.001342628
NCT OF Delhi,North-West Delhi,Indian National Congress,UDIT RAJ,575634,0.000891953
NCT OF Delhi,North-West Delhi,Bahujan Samaj Party,VIJAY BAUDDH,11997,1.86E-05
NCT OF Delhi,North-West Delhi,Peoples Party of India (Democratic),SURESH KUMAR,2870,4.45E-06
NCT OF Delhi,North-West Delhi,Rashtriya Janshakti Party (Secular),SANJAY KUMAR SIWAL,2866,4.44E-06
NCT OF Delhi,North-West Delhi,Asankhya Samaj Party,SUBHASH,2250,3.49E-06
NCT OF Delhi,North-West Delhi,Aam Janshakti Party,RAJENDER SOOD,1478,2.29E-06
NCT OF Delhi,North-West Delhi,Navarang Congress Party,PRAVEEN GAUTAM,1456,2.26E-06
NCT OF Delhi,North-West Delhi,Public Political Party,K M KAJAL,1342,2.08E-06
NCT OF Delhi,North-West Delhi,Independent,NARESH KUMAR,1275,1.98E-06
NCT OF Delhi,North-West Delhi,Ambedkarite Party of India,ADVOCATE SATISH CHANDRA,1237,1.92E-06
NCT OF Delhi,North-West Delhi,Independent,PARMENDRA MANJHI,1102,1.71E-06
NCT OF Delhi,North-West Delhi,Bahujan Dravida Party,ADVOCATE DR. MAHENDER   SINGH CHURIYANA,1016,1.57E-06
NCT OF Delhi,North-West Delhi,Independent,CHANDER PAL SONI,891,1.38E-06
NCT OF Delhi,North-West Delhi,Independent,ADITI,790,1.22E-06
NCT OF Delhi,North-West Delhi,Prabuddha Republican Party,ADV. KRUPAL,675,1.05E-06
NCT OF Delhi,North-West Delhi,Voters Party  International,NAND RAM BAGRI,638,9.89E-07
NCT OF Delhi,North-West Delhi,Gareeb Aadmi Party,SHYAM BHARTEEY,632,9.79E-07
NCT OF Delhi,North-West Delhi,Independent,HARI KISHAN (MECHANIC),548,8.49E-07
NCT OF Delhi,North-West Delhi,Bharatiya Jan Jagriti Party,POOJA (BHAGTANI),509,7.89E-07
NCT OF Delhi,North-West Delhi,Saman Adhikar Party,PREETI,503,7.79E-07
NCT OF Delhi,North-West Delhi,Rashtriya Samaj Paksha,NARESH KUMAR,500,7.75E-07
NCT OF Delhi,North-West Delhi,Independent,SATYA PRAKASH UTTRAKHANDI,434,6.72E-07
NCT OF Delhi,North-West Delhi,Bahujan Shoshit Samaj Sangharsh Samta Party,KHILKHILAKAR,373,5.78E-07
NCT OF Delhi,North-West Delhi,Independent,PRADEEP KUMAR,371,5.75E-07
NCT OF Delhi,North-West Delhi,Independent,PUSHPA NAGRA,353,5.47E-07
NCT OF Delhi,North-West Delhi,None of the Above,NOTA,8984,1.39E-05
NCT OF Delhi,West Delhi,Bharatiya Janata Party,KAMALJEET SEHRAWAT,842658,0.001305711
NCT OF Delhi,West Delhi,Aam Aadmi Party,MAHABAL MISHRA,643645,0.000997337
NCT OF Delhi,West Delhi,Bahujan Samaj Party,VISHAKHA,7964,1.23E-05
NCT OF Delhi,West Delhi,Independent,SABIR KHAN,3097,4.80E-06
NCT OF Delhi,West Delhi,Navarang Congress Party,AJ RAJAN,2387,3.70E-06
NCT OF Delhi,West Delhi,Ambedkarite Party of India,SUNIL MEGHWAL,1876,2.91E-06
NCT OF Delhi,West Delhi,Aapki Apni Party (Peoples),OM PRAKASH NARAYAN,1773,2.75E-06
NCT OF Delhi,West Delhi,Independent,ANJU SHARMA,1267,1.96E-06
NCT OF Delhi,West Delhi,Independent,KAPIL MARWAH,1155,1.79E-06
NCT OF Delhi,West Delhi,Independent,JARNAIL SINGH,1089,1.69E-06
NCT OF Delhi,West Delhi,Akhil Bhartiya Parivar Party,MADHU,1059,1.64E-06
NCT OF Delhi,West Delhi,Independent,RAJIV KANT MISHRA,995,1.54E-06
NCT OF Delhi,West Delhi,Gareeb Aadmi Party,RAMESH KUMAR JAIN @ NIRBHIK,971,1.50E-06
NCT OF Delhi,West Delhi,Bhartiya Mahasangh Party,UMA SHANKAR TIWARI,758,1.17E-06
NCT OF Delhi,West Delhi,Peoples Party of India (Democratic),MEENA UJJAINWAL,756,1.17E-06
NCT OF Delhi,West Delhi,All India Forward Bloc,CHARANJEET SINGH,619,9.59E-07
NCT OF Delhi,West Delhi,Rashtriya Rashtrawadi Party,UMESH CHAUHAN,614,9.51E-07
NCT OF Delhi,West Delhi,Bahujan National Party (Ambedkar),PRAMOD KUREEL,586,9.08E-07
NCT OF Delhi,West Delhi,Rashtriya Suraksha Party,AMIT KUMAR SINGH,574,8.89E-07
NCT OF Delhi,West Delhi,Sarvlokhit Samaj Party,JAYA RAMAN,446,6.91E-07
NCT OF Delhi,West Delhi,Independent,RAM NARAYAN MOHANTY,434,6.72E-07
NCT OF Delhi,West Delhi,Samaj Vikas Kranti Party,CHAMAN LAL VERMA,420,6.51E-07
NCT OF Delhi,West Delhi,Bharatiya Jan Jagriti Party,DEEPAK SHARMA,370,5.73E-07
NCT OF Delhi,West Delhi,Independent,RAVI,282,4.37E-07
NCT OF Delhi,West Delhi,None of the Above,NOTA,8699,1.35E-05
NCT OF Delhi,South Delhi,Bharatiya Janata Party,RAMVIR SINGH BIDHURI,692832,0.001073553
NCT OF Delhi,South Delhi,Aam Aadmi Party,SAHI RAM,568499,0.000880897
NCT OF Delhi,South Delhi,Bahujan Samaj Party,ABDUL BASIT,9861,1.53E-05
NCT OF Delhi,South Delhi,Haryana Jansena Party,RAM GOPAL,3958,6.13E-06
NCT OF Delhi,South Delhi,Independent,CHANDRASHEKHAR SINGH KUSHWAHA,1889,2.93E-06
NCT OF Delhi,South Delhi,Independent,DEEPAK KAPILA,1500,2.32E-06
NCT OF Delhi,South Delhi,Samaj Vikas Kranti Party,OMAPRAKASH,1365,2.12E-06
NCT OF Delhi,South Delhi,Independent,JAGDISH KUMAR VERMA,1296,2.01E-06
NCT OF Delhi,South Delhi,Navarang Congress Party,LAKHAN SINGH,970,1.50E-06
NCT OF Delhi,South Delhi,Independent,POONAM SRIVASTAVA,958,1.48E-06
NCT OF Delhi,South Delhi,Independent,ARUN KUMAR,842,1.30E-06
NCT OF Delhi,South Delhi,Bharatiya Sampuran Krantikari Party,RINKI SANYAL,763,1.18E-06
NCT OF Delhi,South Delhi,Independent,KAMLESH KUMAR JHA,714,1.11E-06
NCT OF Delhi,South Delhi,Delhi Janta Party,SURJEET SINGH,638,9.89E-07
NCT OF Delhi,South Delhi,Ambedkarite Party of India,BHIM SINGH,602,9.33E-07
NCT OF Delhi,South Delhi,Bharatheeya Jawan Kisan Party,SURINDER KUMAR,592,9.17E-07
NCT OF Delhi,South Delhi,All India Forward Bloc,GAUTAM ANAND,540,8.37E-07
NCT OF Delhi,South Delhi,Independent,SHANKAR DEY,522,8.09E-07
NCT OF Delhi,South Delhi,India Greens Party,BIHARI LAL JALANDHARI,514,7.96E-07
NCT OF Delhi,South Delhi,Hamara Sahi Vikalp Party,NAVEEN KUMAR,476,7.38E-07
NCT OF Delhi,South Delhi,Independent,VIRENDER,381,5.90E-07
NCT OF Delhi,South Delhi,Independent,RAJAN SINGH,325,5.04E-07
NCT OF Delhi,South Delhi,None of the Above,NOTA,5961,9.24E-06
Lakshadweep,Lakshadweep,Indian National Congress,MUHAMMED HAMDULLAH SAYEED,25726,3.99E-05
Lakshadweep,Lakshadweep,Nationalist Congress Party – Sharadchandra Pawar,MOHAMMED FAIZAL PP,23079,3.58E-05
Lakshadweep,Lakshadweep,Nationalist Congress Party,YOUSUF TP,201,3.11E-07
Lakshadweep,Lakshadweep,Independent,KOYA,61,9.45E-08
Lakshadweep,Lakshadweep,None of the Above,NOTA,133,2.06E-07
Puducherry,PUDUCHERRY,Indian National Congress,VE VAITHILINGAM,426005,0.000660101
Puducherry,PUDUCHERRY,Bharatiya Janata Party,A NAMASSIVAYAM,289489,0.000448567
Puducherry,PUDUCHERRY,Naam Tamilar Katchi,R MENAGA,39603,6.14E-05
Puducherry,PUDUCHERRY,All India Anna Dravida Munnetra Kazhagam,G THAMIZHVENDAN,25165,3.90E-05
Puducherry,PUDUCHERRY,Socialist Unity Centre Of India (COMMUNIST),P SANKARAN,2066,3.20E-06
Puducherry,PUDUCHERRY,Independent,ARADADI POSIYYA,1546,2.40E-06
Puducherry,PUDUCHERRY,Bahujan Samaj Party,D ALANGARAVELU,1540,2.39E-06
Puducherry,PUDUCHERRY,Independent,K KISHORKUMAR,1246,1.93E-06
Puducherry,PUDUCHERRY,Independent,KOLLANJIAPPAN,1199,1.86E-06
Puducherry,PUDUCHERRY,Independent,M MANIKANDAN,1133,1.76E-06
Puducherry,PUDUCHERRY,Independent,M KRISHNAMURTHY,1071,1.66E-06
Puducherry,PUDUCHERRY,United Republican Party of India,K PRABHU DEVAN,989,1.53E-06
Puducherry,PUDUCHERRY,Independent,S BAKTHAVATCHALAM,924,1.43E-06
Puducherry,PUDUCHERRY,Independent,S SATHISH KUMAR,846,1.31E-06
Puducherry,PUDUCHERRY,Independent,COUTTANE ALIAS DHIVANEEDHE,822,1.27E-06
Puducherry,PUDUCHERRY,Independent,E ANANTHAVEL,776,1.20E-06
Puducherry,PUDUCHERRY,Independent,S KALA,626,9.70E-07
Puducherry,PUDUCHERRY,Independent,P RAJAN,547,8.48E-07
Puducherry,PUDUCHERRY,Independent,NIRMALA G,475,7.36E-07
Puducherry,PUDUCHERRY,Independent,K ARUNACHALAM,405,6.28E-07
Puducherry,PUDUCHERRY,Independent,K RAMADASS,372,5.76E-07
Puducherry,PUDUCHERRY,Independent,R RAJA,331,5.13E-07
Puducherry,PUDUCHERRY,Independent,D RAVINDIRAN,307,4.76E-07
Puducherry,PUDUCHERRY,Independent,S MASCO,254,3.94E-07
Puducherry,PUDUCHERRY,Independent,V P MANICKAM,244,3.78E-07
Puducherry,PUDUCHERRY,Independent,M MURUGAN,196,3.04E-07
Puducherry,PUDUCHERRY,None of the Above,NOTA,9763,1.51E-05
Jammu and Kashmir,BARAMULLA,Independent,ABDUL RASHID SHEIKH,472481,0.000732116
Jammu and Kashmir,BARAMULLA,Jammu & Kashmir National Conference,OMAR ABDULLAH,268339,0.000415795
Jammu and Kashmir,BARAMULLA,Jammu & Kashmir People Conference,SAJAD GANI LONE,173239,0.000268436
Jammu and Kashmir,BARAMULLA,Jammu & Kashmir Peoples Democratic Party,MIR MOHAMMAD FAYAZ,27488,4.26E-05
Jammu and Kashmir,BARAMULLA,Independent,SURAIYA NISSAR,21618,3.35E-05
Jammu and Kashmir,BARAMULLA,Independent,FIRDOUS AHMAD BHAT,15722,2.44E-05
Jammu and Kashmir,BARAMULLA,Independent,SHAFEEQA BEGUM,6214,9.63E-06
Jammu and Kashmir,BARAMULLA,Jammu & Kashmir National Panthers Party (Bhim),PEERZADA MUDASIR RASHID SHAH,5566,8.62E-06
Jammu and Kashmir,BARAMULLA,Rashtriya Jankranti Party,KHURSHEED AHMAD SHAH,4268,6.61E-06
Jammu and Kashmir,BARAMULLA,Independent,MOHAMMAD SULTAN GANAIE,4063,6.30E-06
Jammu and Kashmir,BARAMULLA,Independent,SHADIB HANIEF KHAN,3670,5.69E-06
Jammu and Kashmir,BARAMULLA,Independent,MUDASIR AHMAD TANTARY,3218,4.99E-06
Jammu and Kashmir,BARAMULLA,Independent,NAZIR AHMAD SOFI,2983,4.62E-06
Jammu and Kashmir,BARAMULLA,Independent,SHABIR AHMAD DAR,2700,4.18E-06
Jammu and Kashmir,BARAMULLA,Independent,HILAL AHMAD WAGAY,2689,4.17E-06
Jammu and Kashmir,BARAMULLA,Independent,MEHRAJ UDDIN NAJAR,2570,3.98E-06
Jammu and Kashmir,BARAMULLA,Independent,SYED AMEER SUHAIL,2417,3.75E-06
Jammu and Kashmir,BARAMULLA,National Youth Party,FAROOQ AHMAD BHAT,2343,3.63E-06
Jammu and Kashmir,BARAMULLA,Independent,ARUN KUMAR RAINA,2241,3.47E-06
Jammu and Kashmir,BARAMULLA,Jammu and Kashmir Nationalist People's Front,MUNIR AHMAD KHAN,2019,3.13E-06
Jammu and Kashmir,BARAMULLA,Independent,MUZAFFAR HUSSAIN DAR,1671,2.59E-06
Jammu and Kashmir,BARAMULLA,National Loktantrik Party,MUSHTAQ AHMAD MIR,1397,2.16E-06
Jammu and Kashmir,BARAMULLA,None of the Above,NOTA,4984,7.72E-06
Jammu and Kashmir,SRINAGAR,Jammu & Kashmir National Conference,AGA SYED RUHULLAH MEHDI,356866,0.000552969
Jammu and Kashmir,SRINAGAR,Jammu & Kashmir Peoples Democratic Party,WAHEED UR REHMAN PARA,168450,0.000261016
Jammu and Kashmir,SRINAGAR,Jammu and Kashmir Apni Party,MOHAMMAD ASHRAF MIR,65954,0.000102197
Jammu and Kashmir,SRINAGAR,Democratic Progressive Azad Party,AMIR AHMAD BHAT,15104,2.34E-05
Jammu and Kashmir,SRINAGAR,Independent,SHEEBAN ASHAI,13071,2.03E-05
Jammu and Kashmir,SRINAGAR,Independent,SAYIM MUSTAFA,8880,1.38E-05
Jammu and Kashmir,SRINAGAR,Independent,JIBRAN FIRDOUS DAR,5498,8.52E-06
Jammu and Kashmir,SRINAGAR,Independent,JAHANGIR AHMAD SHEIKH,4422,6.85E-06
Jammu and Kashmir,SRINAGAR,Jammu & Kashmir National Panthers Party (Bhim),HAKIKAT SINGH,3778,5.85E-06
Jammu and Kashmir,SRINAGAR,Independent,SAJAD AHMAD DAR,3764,5.83E-06
Jammu and Kashmir,SRINAGAR,National Loktantrik Party,RUBINA AKHTER,2876,4.46E-06
Jammu and Kashmir,SRINAGAR,Independent,WASEEM HASSAN SHEIKH,2855,4.42E-06
Jammu and Kashmir,SRINAGAR,Independent,RIYAZ AHMAD BHAT,2792,4.33E-06
Jammu and Kashmir,SRINAGAR,Independent,FAYAZ AHMAD BUTT,2227,3.45E-06
Jammu and Kashmir,SRINAGAR,Independent,SHAHNAZ HUSSAIN SHAH,2203,3.41E-06
Jammu and Kashmir,SRINAGAR,Gana Suraksha Party,MOHD YOUSUF BHAT,1898,2.94E-06
Jammu and Kashmir,SRINAGAR,Independent,WAHEEDA TABASUM SHAH,1606,2.49E-06
Jammu and Kashmir,SRINAGAR,Independent,NISAR AHMAD AHANGAR,1124,1.74E-06
Jammu and Kashmir,SRINAGAR,Independent,MIRZA SAJAD HUSSAIN BEIGH,1064,1.65E-06
Jammu and Kashmir,SRINAGAR,Independent,GHULAM MOHAMMAD WANI,1040,1.61E-06
Jammu and Kashmir,SRINAGAR,Independent,AMIN DAR,996,1.54E-06
Jammu and Kashmir,SRINAGAR,Independent,JAVEED AHMAD WANI,932,1.44E-06
Jammu and Kashmir,SRINAGAR,Bharat Jodo Party,YOUNIS AHMAD MIR,925,1.43E-06
Jammu and Kashmir,SRINAGAR,Independent,DR QAZI ASHRAF,919,1.42E-06
Jammu and Kashmir,SRINAGAR,None of the Above,NOTA,5998,9.29E-06
Jammu and Kashmir,ANANTNAG-RAJOURI,Jammu & Kashmir National Conference,MIAN ALTAF AHMAD,521836,0.000808592
Jammu and Kashmir,ANANTNAG-RAJOURI,Jammu & Kashmir Peoples Democratic Party,MEHBOOBA MUFTI,240042,0.000371949
Jammu and Kashmir,ANANTNAG-RAJOURI,Jammu and Kashmir Apni Party,ZAFAR IQBAL KHAN MANHAS,142195,0.000220333
Jammu and Kashmir,ANANTNAG-RAJOURI,Democratic Progressive Azad Party,MOHAMAD SALEEM PARAY,25561,3.96E-05
Jammu and Kashmir,ANANTNAG-RAJOURI,Independent,ABDUL RAOUF MALIK,10582,1.64E-05
Jammu and Kashmir,ANANTNAG-RAJOURI,Independent,SUSHIL KUMAR SHARMA,9228,1.43E-05
Jammu and Kashmir,ANANTNAG-RAJOURI,Independent,ABDUL ROUF NAIK,9149,1.42E-05
Jammu and Kashmir,ANANTNAG-RAJOURI,Independent,SAJAD AHMAD DAR,8004,1.24E-05
Jammu and Kashmir,ANANTNAG-RAJOURI,Independent,IMRAN SHEIKH,7485,1.16E-05
Jammu and Kashmir,ANANTNAG-RAJOURI,National Loktantrik Party,IMTIYAZ AHMAD,7013,1.09E-05
Jammu and Kashmir,ANANTNAG-RAJOURI,Jammu & Kashmir National Panthers Party (Bhim),ARSHEED AHMED LONE,6389,9.90E-06
Jammu and Kashmir,ANANTNAG-RAJOURI,Independent,BALDEV KUMAR,6189,9.59E-06
Jammu and Kashmir,ANANTNAG-RAJOURI,Independent,ALI MOHAMMAD WANI,5255,8.14E-06
Jammu and Kashmir,ANANTNAG-RAJOURI,Jammu and Kashmir Nationalist People's Front,SHEIKH MUZAFAR AHMED,4814,7.46E-06
Jammu and Kashmir,ANANTNAG-RAJOURI,Independent,DILIP KUMAR PANDITA,3722,5.77E-06
Jammu and Kashmir,ANANTNAG-RAJOURI,Independent,RAVINDER SINGH,2962,4.59E-06
Jammu and Kashmir,ANANTNAG-RAJOURI,Independent,GULSHAN AKHTER,2807,4.35E-06
Jammu and Kashmir,ANANTNAG-RAJOURI,Garib Democratic Party,MOHAMMAD MAQBOOL TELI,2748,4.26E-06
Jammu and Kashmir,ANANTNAG-RAJOURI,National Awami United Party,SUDARSHAN SINGH,2382,3.69E-06
Jammu and Kashmir,ANANTNAG-RAJOURI,All India Forward Bloc,JAVAID AHMED,1562,2.42E-06
Jammu and Kashmir,ANANTNAG-RAJOURI,None of the Above,NOTA,6223,9.64E-06
Jammu and Kashmir,UDHAMPUR,Bharatiya Janata Party,DR JITENDRA SINGH,571076,0.000884891
Jammu and Kashmir,UDHAMPUR,Indian National Congress,CH LAL SINGH,446703,0.000692173
Jammu and Kashmir,UDHAMPUR,Independent,GHULAM MOHD SAROORI,39599,6.14E-05
Jammu and Kashmir,UDHAMPUR,Independent,MEHRAJ DIN,9082,1.41E-05
Jammu and Kashmir,UDHAMPUR,Bahujan Samaj Party,AMIT KUMAR,8642,1.34E-05
Jammu and Kashmir,UDHAMPUR,Independent,MOHD ALI GUJJAR,7158,1.11E-05
Jammu and Kashmir,UDHAMPUR,Ekam Sanatan Bharat Dal,MANOJ KUMAR,6834,1.06E-05
Jammu and Kashmir,UDHAMPUR,Jammu & Kashmir National Panthers Party (Bhim),BALWAN SINGH,3292,5.10E-06
Jammu and Kashmir,UDHAMPUR,Independent,SWARN VEER SINGH JARAL,3088,4.78E-06
Jammu and Kashmir,UDHAMPUR,Independent,DR PANKAJ SHARMA,2247,3.48E-06
Jammu and Kashmir,UDHAMPUR,Independent,RAJESH MANCHANDA,1605,2.49E-06
Jammu and Kashmir,UDHAMPUR,Independent,SACHIN GUPTA,1463,2.27E-06
Jammu and Kashmir,UDHAMPUR,None of the Above,NOTA,12938,2.00E-05
Jammu and Kashmir,JAMMU,Bharatiya Janata Party,JUGAL KISHORE,687588,0.001065428
Jammu and Kashmir,JAMMU,Indian National Congress,RAMAN BHALLA,552090,0.000855471
Jammu and Kashmir,JAMMU,Bahujan Samaj Party,JAGDISH RAJ,10300,1.60E-05
Jammu and Kashmir,JAMMU,Independent,SATISH POONCHI,5959,9.23E-06
Jammu and Kashmir,JAMMU,Ekam Sanatan Bharat Dal,ANKUR SHARMA,4278,6.63E-06
Jammu and Kashmir,JAMMU,Jammu & Kashmir National Panthers Party (Bhim),NARESH KUMAR CHIB,4243,6.57E-06
Jammu and Kashmir,JAMMU,Independent,PRINCIPAL C D SHARMA,3257,5.05E-06
Jammu and Kashmir,JAMMU,Independent,KARANJIT,3207,4.97E-06
Jammu and Kashmir,JAMMU,Independent,SHABER AHMED,3177,4.92E-06
Jammu and Kashmir,JAMMU,National Awami United Party,SHIKHA BANDRAL,2937,4.55E-06
Jammu and Kashmir,JAMMU,Independent,DR PRINCE RAINA,2866,4.44E-06
Jammu and Kashmir,JAMMU,Independent,RAJ KUMAR,2618,4.06E-06
Jammu and Kashmir,JAMMU,Independent,SURINDER SINGH,2226,3.45E-06
Jammu and Kashmir,JAMMU,Independent,ATUL RAINA,2068,3.20E-06
Jammu and Kashmir,JAMMU,Jammu & Kashmir People Conference,RATTAN LAL,1651,2.56E-06
Jammu and Kashmir,JAMMU,Jammu and Kashmir Nationalist People's Front,SWAMI DIVYA NAND,1620,2.51E-06
Jammu and Kashmir,JAMMU,Independent,PERSEEN SINGH,1589,2.46E-06
Jammu and Kashmir,JAMMU,Independent,NARESH KUMAR TALLA,1459,2.26E-06
Jammu and Kashmir,JAMMU,Hindustan Shakti Sena,GANESH CHOUDHARY,1190,1.84E-06
Jammu and Kashmir,JAMMU,Independent,VICKY KUMAR DOGRA,1165,1.81E-06
Jammu and Kashmir,JAMMU,Independent,BANSI LAL,1059,1.64E-06
Jammu and Kashmir,JAMMU,All India Forward Bloc,QARI ZAHEER ABBAS BHATTI,984,1.52E-06
Jammu and Kashmir,JAMMU,None of the Above,NOTA,4645,7.20E-06
Ladakh,Ladakh,Independent,MOHMAD HANEEFA,65259,0.00010112
Ladakh,Ladakh,Indian National Congress,TSERING NAMGYAL,37397,5.79E-05
Ladakh,Ladakh,Bharatiya Janata Party,TASHI GYALSON,31956,4.95E-05
Ladakh,Ladakh,None of the Above,NOTA,912,1.41E-06
Telangana,Adilabad,Bharatiya Janata Party,GODAM NAGESH,568168,0.000880385
Telangana,Adilabad,Indian National Congress,ATHRAM SUGUNA,477516,0.000739918
